cadence_spm_frac,cadence_spm,dist_m,timestamp_gmt_ms,elev_m,elapsed_s,moving_s,hr,time_s,body_battery,speed_mps,vert_mps,lat,lon,timestamp_utc
0.5,99.0,227.0500030517578,1755085466000.0,500.0,195.0,194.0,119.0,195.0,54.0,1.315999984741211,-0.0860000029206276,46.39492688700557,6.898478390648961,2025-08-13 11:44:26+00:00
0.5,97.0,234.82000732421875,1755085472000.0,499.79998779296875,201.0,200.0,118.0,201.0,54.0,1.2970000505447388,-0.032999999821186066,46.394864274188876,6.898462465032935,2025-08-13 11:44:32+00:00
0.0,96.0,245.49000549316406,1755085481000.0,499.20001220703125,210.0,209.0,115.0,210.0,54.0,1.222000002861023,-0.06700000166893005,46.39477249234915,6.898454669862986,2025-08-13 11:44:41+00:00
0.0,96.0,247.66000366210938,1755085483000.0,499.0,212.0,211.0,115.0,212.0,54.0,1.2130000591278076,-0.10000000149011612,46.3947610091418,6.898474954068661,2025-08-13 11:44:43+00:00
0.5,91.0,254.5800018310547,1755085489000.0,498.6000061035156,218.0,217.0,117.0,218.0,54.0,1.184999942779541,-0.06700000166893005,46.39471683651209,6.8985451105982065,2025-08-13 11:44:49+00:00
0.5,95.0,260.55999755859375,1755085495000.0,498.6000061035156,224.0,223.0,120.0,224.0,54.0,1.1480000019073486,0.0,46.3947057723999,6.898620296269655,2025-08-13 11:44:55+00:00
0.5,95.0,262.2900085449219,1755085496000.0,498.3999938964844,225.0,224.0,120.0,225.0,54.0,1.1480000019073486,-0.20000000298023224,46.394705856218934,6.898637479171157,2025-08-13 11:44:56+00:00
0.0,94.0,271.4100036621094,1755085503000.0,498.3999938964844,232.0,231.0,122.0,232.0,54.0,1.194000005722046,0.0,46.39474030584097,6.898747030645609,2025-08-13 11:45:03+00:00
0.0,96.0,279.1499938964844,1755085510000.0,498.20001220703125,239.0,238.0,121.0,239.0,54.0,1.194000005722046,-0.028999999165534973,46.39478045515716,6.898827496916056,2025-08-13 11:45:10+00:00
0.5,97.0,289.3699951171875,1755085518000.0,498.20001220703125,247.0,246.0,120.0,247.0,54.0,1.2039999961853027,0.0,46.394833931699395,6.898931432515383,2025-08-13 11:45:18+00:00
0.5,93.0,298.0799865722656,1755085525000.0,498.20001220703125,254.0,253.0,121.0,254.0,54.0,1.2039999961853027,0.0,46.39487626031041,6.899023801088333,2025-08-13 11:45:25+00:00
